song_id,title,artist,genre,tempo,energy,danceability,mood
919,Beautiful Now (feat. Jon Bellion),Zedd,Dance,136,0.645,0.955,Happy
920,Narco,Blasterjaxx & Timmy Trumpet,Dance,138,0.941,0.795,Happy
921,Lean On (feat. DJ Snake & MØ),Major Lazer,Electronic,104,0.774,0.365,Happy
922,Edm (E-Dependent Mind),Kiko Loureiro,Metal,158,0.982,0.535,Energetic
923,EDM (VIP),Bear Grillz & Getter,Dance,125,0.723,0.761,Energetic
924,Edm,The First Station,Dance,139,0.686,0.853,Happy
925,Without You (feat. Usher),David Guetta,Dance,139,0.818,0.96,Energetic
926,Roses (feat. ROZES),The Chainsmokers,Dance,141,0.913,0.696,Happy
927,Don't Let Me Down (feat. Daya),The Chainsmokers,Dance,140,0.703,0.797,Happy
928,EDM,The Deep,Electronic,123,0.387,0.597,Chill
929,Boy Oh Boy,Diplo & Good Times Ahead,Dance,132,0.709,0.787,Energetic
930,EDM (Protohype Remix),Bear Grillz & Getter,Dance,136,0.637,0.904,Energetic
931,Higher Ground (feat. John Martin),Martin Garrix,Dance,145,0.701,0.917,Happy
932,Sweet Memories,Zeds Dead,Dance,141,0.855,0.942,Energetic
933,Edm,Unresolved,Hardcore,84,0.374,0.566,Happy
934,Edm,Carta,House,131,0.966,0.79,Happy
935,Reload (Vocal Version / Radio Edit),"Sebastian Ingrosso, Tommy Trash & John Martin",Dance,114,0.924,0.831,Happy
936,EDM - Music for Running,Work Out,Fitness & Workout,124,0.577,0.694,Happy
937,Thunder,"Gabry Ponte, LUM!X & Prezioso",Dance,145,0.792,0.732,Energetic
938,Where You Are (Zedd Remix),"John Summit, HAYLA & Zedd",Dance,139,0.81,0.775,Happy
939,Ray Of Solar,Swedish House Mafia,Dance,135,0.761,0.674,Energetic
940,Edm,EDM Tribe,Electronic,89,0.386,0.481,Energetic
941,EDM,Yera,Urbano latino,125,0.588,0.903,Energetic
942,Dreams,THAT KIND,Dance,139,0.762,0.735,Happy
943,Body (feat. brando),Loud Luxury,Dance,115,0.79,0.832,Energetic
944,EDM (Educational Dance Music) [Instrumental],Anders Nilsen,Pop,98,0.847,0.737,Happy
945,EDM (Running Music),Gym Music Workout Personal Trainer,Fitness & Workout,116,0.783,0.638,Energetic
946,Edm (Radio Edit),Husman,Dance,127,0.867,0.937,Energetic
947,EDM (Kennedy Jones Remix),Bear Grillz & Getter,Dance,133,0.895,0.943,Happy
948,Apaga la luz,RØZ & Peso Pluma,Dance,116,0.638,0.843,Happy
949,Blood On Me,SVDDEN DEATH & SLANDER,Dance,119,0.872,0.798,Energetic
950,Follow,Martin Garrix & Zedd,Dance,130,0.753,0.852,Happy
951,It Ain't Me,Kygo & Selena Gomez,Pop,138,0.75,0.739,Chill
952,Runaway (U & I),Galantis,Dance,133,0.872,0.979,Happy
953,Like Wooh Wooh,Rnbstylerz,Dance,138,0.947,0.715,Energetic
954,Alchemy (Original Mix) [feat. Zoë Johnston],Above & Beyond,Dance,118,0.632,0.732,Happy
955,Lonely Heart,"Jax Jones, Martin Solveig, GRACEY & Europa",Dance,137,0.828,0.743,Energetic
956,Solid Ground,Kaskade,Dance,124,0.893,0.851,Happy
957,Paris,The Chainsmokers,Dance,133,0.852,0.737,Happy
958,After Midnight (feat. Xoro),Lucas & Steve & Yves V,Dance,132,0.746,0.828,Energetic
959,Love Is a Drug (feat. Anne Gudrun) [Agents of Time Remix],Armin van Buuren,Dance,122,0.899,0.973,Energetic
960,Sweet Nothing (feat. Florence Welch),Calvin Harris,Dance,122,0.872,0.841,Energetic
961,Waiting For A Lifetime,John Newman,Dance,142,0.767,0.744,Happy
962,EDM - Running and Jogging,Work Out,Fitness & Workout,126,0.712,0.49,Energetic
963,Sacrificial (feat. PVRIS),Rezz,Dance,123,0.692,0.928,Happy
964,Won’t Let You Go,"Martin Garrix, Matisse & Sadko & John Martin",Dance,135,0.712,0.872,Energetic
965,Everything You Do (feat. Aviella),"Afroki, AFROJACK & Steve Aoki",Dance,119,0.782,0.9,Happy
966,Drum Machine,Alok & Pickle,Dance,111,0.854,0.829,Energetic
967,Right Here All Along (feat. Hannah Boleyn),Billy Gillies,Dance,127,0.799,0.774,Energetic
968,Crush Me Down (You Spin Me Around),"Blasterjaxx, Naeleck & 3rd Wall",Dance,133,0.733,0.695,Happy
969,Won't Forget This Time,"Steve Aoki, Kaaze & John Martin",Dance,145,0.688,0.711,Happy
970,Sideways (Quintino Remix),"ILLENIUM, Valerie Broussard & NURKO",Dance,132,0.928,0.66,Energetic
971,Tomorrow Comes,"Nicky Romero, Deniz Koyu & Jaimes",Dance,115,0.806,0.976,Energetic
972,Put It On Me (feat. Mila Falls),Holy Goof & NOTION,Dance,110,0.745,0.684,Happy
973,Obsession,Valentino Khan & Ship Wrek,Dance,144,0.679,0.835,Happy
974,Clap Your Hands,Tujamo & Jord,Dance,128,0.679,0.795,Energetic
975,Summer,Calvin Harris,Dance,143,0.877,0.776,Happy
976,Learn to Love Again,Audien,Dance,112,0.681,0.969,Energetic
977,Cooler Than Me (Gigamesh Remix),Mike Posner,Pop,117,0.565,0.663,Chill
978,"Find You (feat. Dewain Whitmore, Jr.)",Martin Garrix & Justin Mylo,Dance,137,0.868,0.902,Happy
979,Where Are Ü Now (feat. Justin Bieber),"Jack Ü, Skrillex & Diplo",Dance,140,0.695,0.902,Happy
980,The Days (NOTION Remix),CHRYSTAL & NOTION,Dance,121,0.652,0.854,Energetic
981,Dolce,CID,Dance,118,0.843,0.914,Energetic
982,Somebody Like You (feat. Lena Leon),Vicetone,Dance,110,0.669,0.744,Energetic
983,If This Isn't Love,"Jack Wins, 220 KID & Caitlyn Scarlett",Dance,127,0.849,0.845,Happy
984,Over You (feat. Lovespeake),KSHMR,Dance,130,0.937,0.726,Energetic
985,MR. MOONDIAL,Quevedo & Pitbull,Latin,141,0.539,0.776,Happy
986,How Deep Is Your Love,"Calvin Harris, Disciples",Dance,144,0.74,0.959,Happy
987,EDM - Workout Hits,Workout Squad,Fitness & Workout,123,0.443,0.62,Happy
988,Cold Heart (PNAU Remix),Elton John & Dua Lipa,Pop,105,0.764,0.829,Chill
989,Ani Kuni,Polo & Pan,Electronic,119,0.567,0.691,Happy
990,Feel So Close (Radio Edit),Calvin Harris,Dance,145,0.836,0.674,Energetic
991,Ride It,Regard,Dance,126,0.693,0.711,Energetic
992,Friend (Hard Times),Galantis,Dance,126,0.707,0.669,Happy
993,Wake Me Up,Avicii,House,128,0.954,0.939,Chill
994,Wish You Were Here (feat. Brandyn Burnette),AFROJACK & DLMT,Dance,120,0.913,0.714,Happy
995,EDM (Hot Music),Workouts,Fitness & Workout,138,0.736,0.834,Chill
996,Let Me Love You (feat. Justin Bieber),DJ Snake,Dance,132,0.868,0.817,Happy
997,In My Mind,Dynoro & Gigi D'Agostino,Dance,138,0.683,0.787,Happy
998,Tarantino (feat. STARX),Steve Aoki & Timmy Trumpet,Dance,112,0.758,0.768,Energetic
999,Faded,Alan Walker,Dance,127,0.872,0.915,Happy
1000,EDM (Cardio),Correr Dj,Fitness & Workout,120,0.675,0.357,Happy
1001,Rulers Of The Night (10 Years) [feat. RIELL],Blasterjaxx,Dance,129,0.893,0.939,Energetic
1002,Azul,J Balvin,Urbano latino,131,0.694,0.753,Energetic
1003,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,Dance,118,0.616,0.794,Happy
1004,Remember (feat. The Presets),Steve Angello,Dance,112,0.816,0.919,Energetic
1005,The Best Days (feat. Tabitha),Sam Feldt & Karma Child,Dance,127,0.815,0.86,Energetic
1006,Midnight Love,Almero,Dance,142,0.868,0.949,Energetic
1007,Fast Car (feat. Dakota) [Radio Edit],Jonas Blue,Dance,120,0.748,0.869,Energetic
1008,Don't Stop Moving,Firebeatz,Dance,123,0.744,0.974,Happy
1009,No Promises (feat. Demi Lovato),Cheat Codes,Pop,140,0.881,0.645,Chill
1010,Falling Stars (2022),Pink Panda & Sunset Strippers,Dance,143,0.857,0.858,Energetic
1011,SOS (feat. Aloe Blacc),Avicii,Dance,138,0.731,0.728,Happy
1012,Wellerman (EDM Remix),Remix Kingz,Dance,113,0.62,0.874,Happy
1013,Winners Anthem,KSHMR & Zafrir,Dance,136,0.731,0.866,Energetic
1014,Back to You,Nicky Romero,Dance,129,0.912,0.775,Energetic
1015,You're Not Alone (feat. Griff Clawson),ARTY,Dance,126,0.847,0.941,Happy
1016,I Need You to Know (feat. Ifimay),Armin van Buuren & Nicky Romero,Dance,134,0.812,0.87,Energetic
1017,High Enough,Firebeatz & Plastik Funk,Dance,112,0.741,0.743,Happy
1018,Human (Rompasso Remix) [feat. Rompasso],Swanky Tunes,Dance,145,0.792,0.657,Happy
1019,Another Life (feat. Alida),Lucas & Steve,Dance,137,0.768,0.658,Energetic
1020,Party PPL,Timmy Trumpet & 89ers,Dance,125,0.801,0.713,Energetic
1021,Valhalla,Slushii,Dubstep,82,0.693,0.639,Happy
1022,Underground,Ship Wrek,Dance,126,0.88,0.734,Happy
1023,Si Antes Te Hubiera Conocido,KAROL G,Latin,118,0.545,0.875,Happy
1024,Wrap Yourself Around Me (feat. NORTH),D.O.D,Dance,121,0.688,0.823,Happy
1025,Hold On,Duke & Jones & Sam Day,Dance,126,0.717,0.836,Happy
1026,Post Malone (feat. RANI),Sam Feldt,Dance,129,0.651,0.902,Energetic
1027,One More Round (Free Fire Booyah Day Theme Song),KSHMR & Jeremy Oceans,Dance,120,0.9,0.872,Happy
1028,Switch Back,Quintino,Dance,114,0.69,0.728,Energetic
1029,Nevermind,Dennis Lloyd,Pop,95,0.768,0.758,Energetic
1030,Girls,The Prodigy,Electronic,85,0.847,0.787,Happy
1031,Pack My Bags,Da Hool & Native Urbs,Dance,143,0.686,0.931,Happy
1032,Obsessed,Pink Panda,Dance,132,0.928,0.967,Energetic
1033,Randomize,Otto Knows & Alex Aris,Dance,130,0.91,0.862,Happy
1034,Speaker Slayer,Blasterjaxx,Dance,129,0.891,0.916,Happy
1035,EDM (Working Out),Exercise Music Prodigy,Fitness & Workout,81,0.838,0.746,Energetic
1036,Belong,"Good Times Ahead, JSTJR & Jay Mason",Dance,135,0.905,0.778,Happy
1037,Distorted Reality,Vini Vici & Reinier Zonneveld,Techno,136,0.731,0.913,Energetic
1038,Letting Go (feat. David Shane),Thomas Gold & R3SPAWN,Dance,119,0.927,0.653,Energetic
1039,Stay,"Blasterjaxx, Marnik & LUNAX",Dance,121,0.917,0.945,Happy
1040,Me Rehúso,Danny Ocean,Latin,105,0.598,0.611,Energetic
1041,Tweet It,"Tim Berg, Norman Doray & Sebastian Drums",Dance,145,0.661,0.681,Energetic
1042,LUNA,Feid & ATL Jacob,Urbano latino,95,0.679,0.673,Energetic
1043,This Is The Life,LIZOT & KYANU,Dance,113,0.925,0.652,Happy
1044,TiK ToK (feat. Liinii),Olympis & Helion,Dance,144,0.659,0.879,Energetic
1045,My Way,Calvin Harris,Dance,142,0.846,0.933,Happy
1046,Levels,Avicii,Dance,145,0.719,0.865,Happy
1047,Diana,DJ Snake & Hamza,Dance,123,0.633,0.687,Energetic
1048,Dark,Alesso,Dance,119,0.704,0.784,Happy
1049,Giant,"Calvin Harris, Rag’n’Bone Man",Dance,137,0.731,0.685,Energetic
1050,i miss u (VIZE Remix),"Jax Jones, Au/Ra & VIZE",Dance,113,0.664,0.847,Energetic
1051,Wind Up,Coka Cobra,Dance,135,0.625,0.794,Happy
1052,Slash Dot Dash,Fatboy Slim,Bop,119,0.605,0.619,Chill
1053,Set You Free,The Stickmen Project,Dance,117,0.804,0.722,Energetic
1054,Girl With The Leek,Sea Chanties,Dance,137,0.748,0.799,Happy
1055,Rift,Dirty South & Michaël Brun,Dance,134,0.887,0.875,Energetic
1056,Lasers,NLW,Dance,126,0.879,0.854,Happy
1057,Bad at Being Alone,Codeko,Dance,115,0.903,0.959,Happy
1058,Middle (feat. Bipolar Sunshine),DJ Snake,Dance,135,0.622,0.73,Energetic
1059,Human (feat. Echoes),John Summit,Dance,119,0.624,0.891,Happy
1060,Bloody Mary,TMW & BE.TH,Dance,114,0.682,0.921,Happy
1061,Firestone (feat. Conrad Sewell),Kygo,Dance,126,0.912,0.819,Happy
1062,Keep Me Close,Jeffrey Sutorius & Timmo Hendriks,Dance,115,0.698,0.8,Happy
1063,Division,Valentino Khan,Dance,111,0.612,0.929,Happy
1064,Butterfly,Marnik & Hard Lights,Dance,144,0.88,0.948,Happy
1065,Drinkin,Mike Candys,Electronic,130,0.836,0.81,Energetic
1066,Everyday of My Life,Third ≡ Party,Dance,130,0.865,0.743,Energetic
1067,Piece Of Your Heart,MEDUZA & Goodboys,Dance,111,0.803,0.729,Happy
1068,Tourniquet,Knife Party,Dance,144,0.716,0.78,Energetic
1069,Thunder (Prezioso Festival Mix),"Gabry Ponte, LUM!X & Prezioso",Dance,117,0.826,0.662,Energetic
1070,Don't You Worry Child (feat. John Martin),Swedish House Mafia,Dance,123,0.876,0.656,Happy
1071,Only for You (feat. XIRA),Nicky Romero & Sick Individuals,Dance,133,0.67,0.972,Energetic
1072,Reminisce,Hardwell,Dance,121,0.932,0.941,Happy
1073,U Want It,Tibasko,Dance,125,0.778,0.705,Happy
1074,Rock Dem,Boombox Cartel,Dance,126,0.718,0.687,Happy
1075,Inside My Head (Voices),Don Diablo,Dance,121,0.927,0.848,Energetic
1076,Blame (feat. John Newman),Calvin Harris,Dance,142,0.666,0.879,Energetic
1077,Sound of Vondel,Oliver Heldens,Dance,128,0.835,0.867,Happy
1078,EDM (Echte Dialekt Musik),"Habe & Dere, Lana & Danzbonkine",German Pop,117,0.619,0.822,Chill
1079,Alane (Yves V Remix),Robin Schulz & Wes,Dance,116,0.706,0.653,Energetic
1080,LA TROKA,Gabito Ballesteros & J Balvin,Latin,140,0.832,0.73,Energetic
1081,Lose Control,"MEDUZA, Becky Hill & Goodboys",Dance,116,0.623,0.753,Happy
1082,Where Do We Go,LUM!X & DVBBS,Dance,126,0.872,0.806,Happy
1083,Cheerleader (Felix Jaehn Remix) [Radio Edit],Omi,Pop,111,0.74,0.607,Energetic
1084,Just a Memory,Slushii & Volt,Electronic,87,0.65,0.704,Happy
1085,Supernova,Mike Williams & Retrovision,Dance,138,0.729,0.801,Energetic
1086,Same,Robin Schulz,House,124,0.818,0.977,Happy
1087,Edm,Die Brasserie,Pop,113,0.657,0.818,Chill
1088,I Need Your Love (feat. Ellie Goulding),Calvin Harris,Dance,121,0.926,0.904,Happy
1089,Myriad,Nicky Romero,Dance,143,0.727,0.744,Energetic
1090,Real Nu Rave,Illyus Barrientos,Dance,123,0.789,0.792,Energetic
1091,Ready 2 Go,Martin Solveig & Kele Okereke,Dance,144,0.914,0.725,Energetic
1092,Da Capo,Franky Wah,Dance,136,0.803,0.696,Energetic
1093,Go Back,"John Summit, Sub Focus & Julia Church",Dance,139,0.723,0.971,Energetic
1094,My City’s On Fire (Tiësto Remix),Jimmy Jules,Dance,137,0.61,0.755,Happy
1095,Somebody To Love,Axel Black & White,Dance,122,0.782,0.731,Happy
1096,Heroes (we could be) [feat. Tove Lo],Alesso,Dance,126,0.811,0.874,Energetic
1097,We Come 1,Timmy Trumpet & Ben Nicky,Dance,125,0.711,0.845,Happy
1098,Wildstyle,Tigerblind,Dance,117,0.785,0.865,Happy
1099,Shape of You,Ed Sheeran,Pop,98,0.813,0.57,Energetic
1100,LA CANCIÓN,J Balvin & Bad Bunny,Urbano latino,113,0.693,0.92,Energetic
1101,Beautiful Crazy,Luke Combs,Country,117,0.706,0.445,Happy
1102,Die For You,The Weeknd,R&B/Soul,109,0.669,0.704,Happy
1103,Forever After All,Luke Combs,Country,137,0.719,0.615,Chill
1104,Lover,Taylor Swift,Pop,121,0.584,0.583,Energetic
1105,Speechless,Dan + Shay,Country,128,0.549,0.73,Sad
1106,Dance,Toni Braxton,R&B/Soul,119,0.54,0.796,Sad
1107,Dance,DNCE,Pop,97,0.667,0.689,Chill
1108,Dance,offonoff,K-Pop,103,0.818,0.64,Happy
1109,Dance (‘Til You Love Someone Else),Sam Smith,Pop,120,0.603,0.577,Chill
1110,Dance (feat. Rudeboy),Timaya,Afrobeats,115,0.831,0.962,Chill
1111,Perfect,Ed Sheeran,Pop,135,0.613,0.671,Chill
1112,DANCE,CLMD & Tungevaag,Dance,125,0.862,0.977,Happy
1113,Thinking Out Loud,Ed Sheeran,Pop,111,0.828,0.805,Energetic
1114,Silence (feat. Khalid),Marshmello,Dance,136,0.865,0.798,Happy
1115,Sign of the Times,Harry Styles,Pop,134,0.573,0.675,Happy
1116,My Boo,Alicia Keys & USHER,R&B/Soul,79,0.416,0.754,Happy
1117,Dance For You,Beyoncé,Pop,139,0.604,0.837,Energetic
1118,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,153,0.722,0.759,Happy
1119,Dancè,Machel Montano & Jacob Desvarieux,Worldwide,130,0.577,0.599,Chill
1120,Dance,Tim Baker,Singer/Songwriter,80,0.547,0.496,Happy
1121,"10,000 Hours",Dan + Shay & Justin Bieber,Country,118,0.48,0.585,Happy
1122,Take Your Time,Sam Hunt,Country,118,0.718,0.433,Sad
1123,Boo'd Up,Ella Mai,R&B/Soul,119,0.66,0.697,Sad
1124,With You I Am,Cody Johnson,Country,93,0.419,0.698,Chill
1125,Falling,Harry Styles,Pop,111,0.607,0.605,Chill
1126,In Case You Didn't Know,Brett Young,Country,102,0.368,0.799,Sad
1127,Sucker,Jonas Brothers,Pop,123,0.577,0.79,Chill
1128,I'm Comin' Over,Chris Young,Country,132,0.744,0.651,Sad
1129,Adore You,Miley Cyrus,Pop,96,0.697,0.717,Energetic
1130,Happier,Ed Sheeran,Pop,134,0.877,0.664,Chill
1131,Careless Whisper,George Michael,Pop,134,0.849,0.868,Energetic
1132,A Thousand Years,Christina Perri,Soundtrack,93,0.639,0.33,Sad
1133,Dance Monkey,Tones And I,Alternative,99,0.69,0.548,Sad
1134,Heartache on the Dance Floor,Jon Pardi,Country,116,0.46,0.551,Chill
1135,Our Song,Taylor Swift,Country,134,0.785,0.601,Sad
1136,"Happy (From ""Despicable Me 2"")",Pharrell Williams,Pop,136,0.799,0.586,Happy
1137,Greatest Love Story,LANCO,Country,134,0.383,0.536,Happy
1138,Shut Up and Dance,WALK THE MOON,Alternative,95,0.5,0.444,Sad
1139,Make You Feel My Love,Adele,Pop,109,0.639,0.866,Energetic
1140,Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Pop,115,0.762,0.767,Energetic
1141,It Will Rain,Bruno Mars,Soundtrack,65,0.343,0.494,Chill
1142,Gettin' You Home,Chris Young,Country,79,0.56,0.702,Happy
1143,Slow Dance in a Parking Lot,Jordan Davis,Country,111,0.391,0.662,Sad
1144,Just Dance (feat. Colby O'Donis),Lady Gaga,Pop,106,0.771,0.651,Chill
1145,From the Ground Up,Dan + Shay,Country,82,0.616,0.452,Chill
1146,Neighbors Know My Name,Trey Songz,R&B/Soul,78,0.728,0.361,Chill
1147,God Gave Me You,Blake Shelton,Country,139,0.678,0.622,Chill
1148,One of Them Girls,Lee Brice,Country,83,0.503,0.71,Sad
1149,Holy (feat. Chance the Rapper),Justin Bieber,Pop,138,0.625,0.672,Happy
1150,Outside (feat. Ellie Goulding),Calvin Harris,Dance,120,0.711,0.845,Happy
1151,Beautiful (feat. Camila Cabello),Bazzi,Pop,128,0.71,0.583,Happy
1152,Better Days,"NEIKED, Mae Muller & Polo G",Pop,96,0.728,0.843,Chill
1153,I Won't Give Up,Jason Mraz,Pop,137,0.887,0.84,Energetic
1154,Made For Me,Muni Long,R&B/Soul,102,0.773,0.676,Sad
1155,Beautiful Mistakes,Maroon 5 & Megan Thee Stallion,Pop,138,0.642,0.783,Happy
1156,Marry You,Bruno Mars,Pop,138,0.562,0.86,Happy
1157,This Is It,Scotty McCreery,Country,94,0.402,0.769,Happy
1158,Hold Me While You Wait,Lewis Capaldi,Alternative,106,0.433,0.353,Chill
1159,Can't Take My Eyes Off of You (I Love You Baby),Lauryn Hill,R&B/Soul,129,0.519,0.731,Sad
1160,Honey Bee,Blake Shelton,Country,103,0.663,0.777,Sad
1161,The Business,Tiësto,Pop,132,0.597,0.552,Chill
1162,Sure Thing,Miguel,R&B/Soul,111,0.528,0.379,Happy
1163,Lights Down Low (feat. gnash),MAX,Pop,138,0.632,0.742,Happy
1164,Nobody But You (feat. Gwen Stefani),Blake Shelton,Country,81,0.514,0.528,Chill
1165,Your Man,Josh Turner,Country,120,0.526,0.427,Happy
1166,One Call Away,Charlie Puth,Pop,109,0.755,0.615,Energetic
1167,Talk You Out of It,Florida Georgia Line,Country,102,0.377,0.727,Chill
1168,Tell Me You Love Me,Demi Lovato,Pop,133,0.681,0.873,Energetic
1169,Sweet Creature,Harry Styles,Pop,122,0.783,0.74,Energetic
1170,Superstar (Confessions Special Edition Version),USHER,R&B/Soul,102,0.693,0.536,Sad
1171,Je Te Laisserai Des Mots,Patrick Watson,Alternative,142,0.581,0.52,Energetic
1172,The Nights,Avicii,Dance,137,0.815,0.851,Energetic
1173,Thinking ‘Bout You (feat. Lauren Alaina),Dustin Lynch,Country,131,0.5,0.635,Happy
1174,Alone,Marshmello,Dance,110,0.909,0.837,Happy
1175,Dance,Gerilson Insrael & Rema,African,90,0.44,0.831,Energetic
1176,For Tonight,GIVĒON,R&B/Soul,126,0.564,0.679,Happy
1177,One Night Only,Sonder,R&B/Soul,112,0.428,0.4,Chill
1178,Chasing After You,Ryan Hurd & Maren Morris,Country,130,0.57,0.48,Sad
1179,Pick Me Up,Gabby Barrett,Country,87,0.686,0.719,Happy
1180,What You Won't Do for Love,Bobby Caldwell,R&B/Soul,125,0.597,0.427,Chill
1181,"Slow Down (12"" Version)",Bobby V,Pop,133,0.879,0.791,Chill
1182,Karma,Queen Naija,R&B/Soul,98,0.532,0.703,Happy
1183,Good Things Fall Apart,ILLENIUM & Jon Bellion,Dance,127,0.649,0.925,Energetic
1184,Makin' Good Love,Avant,R&B/Soul,94,0.651,0.569,Chill
1185,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Dance,129,0.668,0.712,Happy
1186,Faithfully (2024 Remaster),Journey,Rock,122,0.647,0.698,Energetic
1187,Differences,Ginuwine,R&B/Soul,91,0.484,0.385,Chill
1188,Must Be Nice,Lyfe Jennings,R&B/Soul,107,0.394,0.64,Chill
1189,Can't Get Enough,Tamia,R&B/Soul,84,0.4,0.643,Sad
1190,One Thing Right,Marshmello & Kane Brown,Pop,124,0.799,0.63,Chill
1191,Single Saturday Night,Cole Swindell,Country,77,0.504,0.462,Sad
1192,I Don't Dance,Lee Brice,Country,137,0.355,0.625,Chill
1193,"Forever and Ever, Amen",Randy Travis,Country,114,0.615,0.5,Happy
1194,Almost Maybes,Jordan Davis,Country,136,0.362,0.768,Sad
1195,Dreaming Of You,Selena,Pop Latino,111,0.789,0.617,Happy
1196,What Ifs (feat. Lauren Alaina),Kane Brown,Country,119,0.356,0.463,Sad
1197,pov,Ariana Grande,Pop,115,0.607,0.71,Chill
1198,1+1,Beyoncé,Pop,120,0.778,0.658,Chill
1199,Before You Walk Out of My Life,Monica,R&B/Soul,85,0.515,0.636,Sad
1200,Ho Hey,The Lumineers,Folk,109,0.647,0.534,Chill
1201,Maria Maria (feat. The Product G&B) [Radio Mix],Santana,Rock,134,0.913,0.403,Energetic
1202,Crazy in Love (feat. JAŸ-Z),Beyoncé,Pop,127,0.873,0.852,Energetic
1203,Just the Two of Us (feat. Bill Withers),"Grover Washington, Jr.",Jazz,113,0.563,0.442,Happy
1204,Stolen Dance,Milky Chance,Alternative,118,0.493,0.477,Chill
1205,Wonderwall,Oasis,Indie Rock,143,0.775,0.651,Chill
1206,Rojo,J Balvin,Urbano latino,142,0.907,0.702,Happy
1207,Ghost,Justin Bieber,Pop,105,0.688,0.745,Happy
1208,Pretty Little Poison,Warren Zeiders,Country,136,0.661,0.787,Sad
1209,I'm Gonna Love You,Cody Johnson & Carrie Underwood,Country,84,0.592,0.737,Happy
1210,Happier,Marshmello & Bastille,Dance,126,0.741,0.921,Energetic
1211,my mine,Jhené Aiko,R&B/Soul,113,0.464,0.369,Happy
1212,Promises,"Calvin Harris, Sam Smith",Dance,125,0.846,0.657,Energetic
1213,Quickie,Miguel,R&B/Soul,101,0.679,0.702,Sad
1214,Can't Take My Eyes Off You,Frankie Valli,Rock,130,0.793,0.467,Energetic
1215,Just Like Heaven,The Cure,Alternative,101,0.554,0.45,Chill
1216,That's the Way Love Goes,Janet Jackson,Pop,99,0.748,0.721,Energetic
1217,Your Body Is a Wonderland,John Mayer,Rock,95,0.885,0.446,Energetic
1218,Who Can I Run To,Xscape,R&B/Soul,70,0.777,0.757,Sad
1219,Wake Me Up When September Ends,Green Day,Alternative,89,0.745,0.735,Chill
1220,Escape (The Pina Colada Song),Rupert Holmes,Pop,108,0.705,0.892,Energetic
1221,Run,George Strait,Country,139,0.48,0.672,Happy
1222,Latch (feat. Sam Smith),Disclosure,Electronic,83,0.627,0.681,Happy
1223,You Make My Dreams (Come True),Daryl Hall & John Oates,Rock,163,0.763,0.668,Chill
1224,Replay,Zendaya,Pop,136,0.576,0.767,Chill
1225,Blurred Lines (feat. T.I. & Pharrell),Robin Thicke,Pop,95,0.863,0.746,Happy
1226,In the Name of Love,Martin Garrix & Bebe Rexha,Dance,112,0.683,0.771,Happy
1227,The Only Exception,Paramore,Alternative,142,0.433,0.758,Sad
1228,To a T,Ryan Hurd,Country,100,0.493,0.453,Happy
1229,When She Comes Home Tonight,Riley Green,Country,130,0.616,0.667,Happy
1230,Isn't She Lovely,Stevie Wonder,R&B/Soul,113,0.563,0.613,Chill
1231,My Girl,The Temptations,R&B/Soul,126,0.718,0.798,Sad
1232,Every Breath You Take,The Police,Rock,90,0.871,0.435,Chill
1233,Piel de Seda,Esteban Gabriel,Latin,151,0.654,0.642,Energetic
1234,Skinny Love,Birdy,Alternative,140,0.716,0.459,Energetic
1235,Rise (feat. Jack & Jack),Jonas Blue,Dance,139,0.627,0.974,Energetic
1236,One and Only,Adele,Pop,125,0.886,0.563,Energetic
1237,Heaven Can Wait,Michael Jackson,Pop,131,0.842,0.74,Energetic
1238,Wicked Game,Chris Isaak,Rock,151,0.649,0.546,Energetic
1239,Forever My Lady,Jodeci,R&B/Soul,98,0.456,0.671,Sad
1240,Cry For You,Jodeci,Pop,137,0.637,0.781,Chill
1241,Give Me Love,Ed Sheeran,Pop,127,0.851,0.606,Happy
1242,If We Never Met,John K,Pop,120,0.812,0.886,Chill
1243,Halo,Beyoncé,Pop,132,0.661,0.837,Happy
1244,ICU,Coco Jones,R&B/Soul,95,0.519,0.73,Sad
1245,House featuring John Cale,Charli xcx & John Cale,Pop,114,0.62,0.758,Energetic
1246,The Bones,Maren Morris,Country,140,0.392,0.768,Happy
1247,July,Noah Cyrus & Leon Bridges,Pop,105,0.748,0.762,Chill
1248,House,Alex G,Alternative,103,0.607,0.506,Sad
1249,House Party,Sam Hunt,Country,140,0.59,0.74,Happy
1250,The House That Built Me,Miranda Lambert,Country,119,0.358,0.379,Happy
1251,House,London Grammar,Alternative,122,0.655,0.727,Energetic
1252,Matilda,Harry Styles,Pop,112,0.747,0.659,Energetic
1253,House,"Tripssono, Space Afro & Lua",House,121,0.679,0.785,Energetic
1254,House,Drezo & DUSTYCLOUD,Dance,131,0.731,0.97,Energetic
1255,House of Memories,Panic! At the Disco,Alternative,136,0.42,0.713,Chill
1256,House Fire,Tyler Childers,Country,125,0.536,0.463,Sad
1257,Grapejuice,Harry Styles,Pop,130,0.675,0.58,Happy
1258,Scared To Start,Michael Marcagi,Alternative,108,0.767,0.738,Energetic
1259,Silver Soul,Beach House,Alternative,105,0.49,0.729,Chill
